Time;Image index (Image index);Distance L(t) (Extensometer ID: 328);Change in distance (Extensometer ID: 328);Strain (Extensometer ID: 328);Distance x L(t) (Extensometer ID: 328);Distance y L(t) (Extensometer ID: 328);Distance z L(t) (Extensometer ID: 328);Change in distance x (Extensometer ID: 328);Change in distance y (Extensometer ID: 328);Change in distance z (Extensometer ID: 328);Extensometer : Distance change Extensometer : Distance change;Extensometer : Distance L(t=N) Extensometer : Distance L(t=N);Extensometer : Distance L(t = 0) Extensometer : Distance L(t = 0);Extensometer : Distance change per second Extensometer : Distance change per second;Extensometer : Strain Extensometer;kilo Newton ADC channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm/s;S;kN
136848.726150;;;;;;;;;;;0.184037;7.186025;7.001989;0.002788;0.026283;2.139744
137348.726150;;;;;;;;;;;0.185243;7.187231;7.001989;0.002411;0.026456;2.139702
137848.726150;25.000000;7.216826;0.189022;0.026896;0.048078;7.216564;0.038313;-0.021268;0.189383;-0.024413;0.186586;7.188575;7.001989;0.002686;0.026648;2.141073
138348.726150;;;;;;;;;;;0.187846;7.189834;7.001989;0.002520;0.026827;2.141088
138848.726150;;;;;;;;;;;0.188971;7.190960;7.001989;0.002251;0.026988;2.142417
139348.726150;;;;;;;;;;;0.190321;7.192310;7.001989;0.002700;0.027181;2.143818
139848.726150;;;;;;;;;;;0.191554;7.193542;7.001989;0.002465;0.027357;2.145198
140348.726150;;;;;;;;;;;0.192968;7.194956;7.001989;0.002829;0.027559;2.146545
140848.726150;;;;;;;;;;;0.194198;7.196187;7.001989;0.002461;0.027735;2.146544
141348.726150;;;;;;;;;;;0.195543;7.197532;7.001989;0.002689;0.027927;2.147934
141848.726150;;;;;;;;;;;0.196740;7.198729;7.001989;0.002394;0.028098;2.147912
142348.726150;;;;;;;;;;;0.198271;7.200260;7.001989;0.003062;0.028316;2.149402
142848.726150;26.000000;7.229805;0.202002;0.028743;0.047986;7.229555;0.036254;-0.021360;0.202374;-0.026472;0.199301;7.201289;7.001989;0.002059;0.028463;2.150658
143348.726150;;;;;;;;;;;0.200538;7.202527;7.001989;0.002474;0.028640;2.152024
143848.726150;;;;;;;;;;;0.201935;7.203924;7.001989;0.002795;0.028840;2.152218
144348.726150;;;;;;;;;;;0.203407;7.205396;7.001989;0.002945;0.029050;2.153387
144848.726150;;;;;;;;;;;0.204560;7.206549;7.001989;0.002305;0.029215;2.153440
145348.726150;;;;;;;;;;;0.205791;7.207780;7.001989;0.002462;0.029390;2.154749
145848.726150;;;;;;;;;;;0.206993;7.208982;7.001989;0.002405;0.029562;2.156109
146348.726150;;;;;;;;;;;0.208398;7.210387;7.001989;0.002810;0.029763;2.157502
146848.726150;;;;;;;;;;;0.209709;7.211698;7.001989;0.002621;0.029950;2.157546
147348.726150;;;;;;;;;;;0.211066;7.213055;7.001989;0.002715;0.030144;2.158890
147848.726150;27.000000;7.243310;0.215507;0.030665;0.047882;7.243066;0.035224;-0.021464;0.215885;-0.027502;0.212322;7.214311;7.001989;0.002512;0.030323;2.159227
148348.726150;;;;;;;;;;;0.213608;7.215597;7.001989;0.002572;0.030507;2.158867
148848.726150;;;;;;;;;;;0.214889;7.216878;7.001989;0.002561;0.030690;2.161637
149348.726150;;;;;;;;;;;0.216258;7.218247;7.001989;0.002738;0.030885;2.162978
149848.726150;;;;;;;;;;;0.217575;7.219564;7.001989;0.002634;0.031073;2.164378
150348.726150;;;;;;;;;;;0.218978;7.220967;7.001989;0.002807;0.031274;2.164348
150848.726150;;;;;;;;;;;0.220154;7.222143;7.001989;0.002352;0.031442;2.164354
151348.726150;;;;;;;;;;;0.221539;7.223528;7.001989;0.002770;0.031639;2.165702
151848.726150;;;;;;;;;;;0.222805;7.224794;7.001989;0.002532;0.031820;2.165760
152348.726150;;;;;;;;;;;0.224103;7.226092;7.001989;0.002596;0.032006;2.167056
152848.726150;28.000000;7.256751;0.228947;0.032577;0.047667;7.256505;0.036034;-0.021679;0.229323;-0.026692;0.225360;7.227349;7.001989;0.002515;0.032185;2.168461
153348.726150;;;;;;;;;;;0.226737;7.228726;7.001989;0.002753;0.032382;2.169820
153848.726150;;;;;;;;;;;0.228110;7.230099;7.001989;0.002747;0.032578;2.169822
154348.726150;;;;;;;;;;;0.229409;7.231397;7.001989;0.002597;0.032763;2.169810
154848.726150;;;;;;;;;;;0.230630;7.232619;7.001989;0.002442;0.032938;2.169788
155348.726150;;;;;;;;;;;0.231868;7.233857;7.001989;0.002476;0.033115;2.171156
155848.726150;;;;;;;;;;;0.233225;7.235214;7.001989;0.002715;0.033308;2.172501
156348.726150;;;;;;;;;;;0.234507;7.236496;7.001989;0.002563;0.033491;2.173922
156848.726150;;;;;;;;;;;0.236031;7.238020;7.001989;0.003049;0.033709;2.173925
157348.726150;;;;;;;;;;;0.237372;7.239361;7.001989;0.002682;0.033901;2.173898
157848.726150;29.000000;7.269879;0.242075;0.034445;0.047506;7.269642;0.034434;-0.021840;0.242461;-0.028292;0.238656;7.240645;7.001989;0.002567;0.034084;2.175219
158348.726150;;;;;;;;;;;0.239921;7.241910;7.001989;0.002530;0.034265;2.175251
158848.726150;;;;;;;;;;;0.241115;7.243104;7.001989;0.002389;0.034435;2.176643
159348.726150;;;;;;;;;;;0.242453;7.244442;7.001989;0.002676;0.034626;2.177990
159848.726150;;;;;;;;;;;0.243832;7.245821;7.001989;0.002758;0.034823;2.179325
160348.726150;;;;;;;;;;;0.245193;7.247182;7.001989;0.002722;0.035018;2.178830
160848.726150;;;;;;;;;;;0.246550;7.248539;7.001989;0.002714;0.035211;2.179349
161348.726150;;;;;;;;;;;0.247879;7.249868;7.001989;0.002658;0.035401;2.179339
161848.726150;;;;;;;;;;;0.249202;7.251190;7.001989;0.002645;0.035590;2.180705
162348.726150;;;;;;;;;;;0.250544;7.252532;7.001989;0.002684;0.035782;2.180736
162848.726150;30.000000;7.283418;0.255614;0.036372;0.047581;7.283177;0.035173;-0.021765;0.255996;-0.027553;0.251817;7.253806;7.001989;0.002546;0.035964;2.182103
163348.726150;;;;;;;;;;;0.253186;7.255174;7.001989;0.002738;0.036159;2.182054
163848.726150;;;;;;;;;;;0.254585;7.256574;7.001989;0.002798;0.036359;2.182076
164348.726150;;;;;;;;;;;0.255982;7.257971;7.001989;0.002794;0.036558;2.182256
164848.726150;;;;;;;;;;;0.257323;7.259312;7.001989;0.002683;0.036750;2.183492
165348.726150;;;;;;;;;;;0.258495;7.260484;7.001989;0.002343;0.036917;2.184883
165848.726150;;;;;;;;;;;0.259693;7.261682;7.001989;0.002397;0.037089;2.186256
166348.726150;;;;;;;;;;;0.261265;7.263254;7.001989;0.003144;0.037313;2.186246
166848.726150;;;;;;;;;;;0.262598;7.264587;7.001989;0.002666;0.037503;2.186257
167348.726150;;;;;;;;;;;0.263944;7.265933;7.001989;0.002691;0.037696;2.186943
167848.726150;31.000000;7.297373;0.269569;0.038358;0.047705;7.297157;0.029518;-0.021641;0.269976;-0.033208;0.265253;7.267242;7.001989;0.002619;0.037883;2.186231
168348.726150;;;;;;;;;;;0.266620;7.268609;7.001989;0.002734;0.038078;2.187571
168848.726150;;;;;;;;;;;0.268002;7.269991;7.001989;0.002764;0.038275;2.189015
169348.726150;;;;;;;;;;;0.269324;7.271313;7.001989;0.002644;0.038464;2.190369
169848.726150;;;;;;;;;;;0.270789;7.272778;7.001989;0.002929;0.038673;2.190351
170348.726150;;;;;;;;;;;0.272078;7.274067;7.001989;0.002579;0.038857;2.190350
170848.726150;;;;;;;;;;;0.273414;7.275403;7.001989;0.002671;0.039048;2.190390
171348.726150;;;;;;;;;;;0.274815;7.276803;7.001989;0.002801;0.039248;2.190320
171848.726150;;;;;;;;;;;0.276012;7.278001;7.001989;0.002395;0.039419;2.191664
172348.726150;;;;;;;;;;;0.277421;7.279410;7.001989;0.002818;0.039620;2.191691
172848.726150;32.000000;7.310953;0.283150;0.040290;0.047605;7.310755;0.025191;-0.021741;0.283574;-0.037535;0.278782;7.280771;7.001989;0.002722;0.039815;2.194446
173348.726150;;;;;;;;;;;0.280179;7.282168;7.001989;0.002794;0.040014;2.193042
173848.726150;;;;;;;;;;;0.281639;7.283628;7.001989;0.002919;0.040223;2.193062
174348.726150;;;;;;;;;;;0.282793;7.284782;7.001989;0.002309;0.040387;2.193061
174848.726150;;;;;;;;;;;0.284206;7.286195;7.001989;0.002827;0.040589;2.194438
175348.726150;;;;;;;;;;;0.285593;7.287582;7.001989;0.002775;0.040788;2.195746
175848.726150;;;;;;;;;;;0.287058;7.289047;7.001989;0.002930;0.040997;2.197145
176348.726150;;;;;;;;;;;0.288291;7.290280;7.001989;0.002465;0.041173;2.196781
176848.726150;;;;;;;;;;;0.289771;7.291760;7.001989;0.002959;0.041384;2.197154
177348.726150;;;;;;;;;;;0.291225;7.293214;7.001989;0.002908;0.041592;2.197117
177848.726150;33.000000;7.324820;0.297016;0.042263;0.047741;7.324612;0.027591;-0.021605;0.297431;-0.035136;0.292377;7.294366;7.001989;0.002305;0.041756;2.197182
178348.726150;;;;;;;;;;;0.293659;7.295648;7.001989;0.002564;0.041939;2.197124
178848.726150;;;;;;;;;;;0.294952;7.296941;7.001989;0.002586;0.042124;2.198515
179348.726150;;;;;;;;;;;0.296421;7.298409;7.001989;0.002936;0.042334;2.199841
179848.726150;;;;;;;;;;;0.297888;7.299877;7.001989;0.002935;0.042543;2.199850
180348.726150;;;;;;;;;;;0.299306;7.301295;7.001989;0.002835;0.042746;2.199865
180848.726150;;;;;;;;;;;0.300704;7.302693;7.001989;0.002797;0.042946;2.198468
181348.726150;;;;;;;;;;;0.302320;7.304308;7.001989;0.003231;0.043176;2.199848
181848.726150;;;;;;;;;;;0.303658;7.305647;7.001989;0.002678;0.043367;2.201201
182348.726150;;;;;;;;;;;0.305295;7.307283;7.001989;0.003273;0.043601;2.201267
182848.726150;34.000000;7.339449;0.311646;0.044345;0.047992;7.339214;0.033972;-0.021354;0.312032;-0.028754;0.306375;7.308364;7.001989;0.002160;0.043755;2.201199
183348.726150;;;;;;;;;;;0.307876;7.309865;7.001989;0.003002;0.043970;2.201221
183848.726150;;;;;;;;;;;0.309092;7.311081;7.001989;0.002432;0.044143;2.201207
184348.726150;;;;;;;;;;;0.310445;7.312434;7.001989;0.002706;0.044337;2.201229
184848.726150;;;;;;;;;;;0.311832;7.313820;7.001989;0.002774;0.044535;2.202603
185348.726150;;;;;;;;;;;0.313374;7.315362;7.001989;0.003084;0.044755;2.203967
185848.726150;;;;;;;;;;;0.314797;7.316786;7.001989;0.002847;0.044958;2.203973
186348.726150;;;;;;;;;;;0.316155;7.318144;7.001989;0.002716;0.045152;2.203964
186848.726150;;;;;;;;;;;0.317542;7.319531;7.001989;0.002774;0.045350;2.203948
187348.726150;;;;;;;;;;;0.318704;7.320693;7.001989;0.002325;0.045516;2.202630
187848.726150;35.000000;7.353793;0.325990;0.046386;0.047703;7.353573;0.031003;-0.021643;0.326392;-0.031723;0.320150;7.322139;7.001989;0.002891;0.045723;2.203999
188348.726150;;;;;;;;;;;0.321475;7.323463;7.001989;0.002650;0.045912;2.205352
188848.726150;;;;;;;;;;;0.322971;7.324960;7.001989;0.002992;0.046126;2.206728
189348.726150;;;;;;;;;;;0.324565;7.326553;7.001989;0.003188;0.046353;2.206730
189848.726150;;;;;;;;;;;0.326264;7.328253;7.001989;0.003400;0.046596;2.205337
190348.726150;;;;;;;;;;;0.327436;7.329425;7.001989;0.002342;0.046763;2.206749
190848.726150;;;;;;;;;;;0.328803;7.330792;7.001989;0.002736;0.046959;2.206745
191348.726150;;;;;;;;;;;0.330143;7.332132;7.001989;0.002679;0.047150;2.206724
191848.726150;;;;;;;;;;;0.331494;7.333483;7.001989;0.002703;0.047343;2.206747
192348.726150;;;;;;;;;;;0.332956;7.334944;7.001989;0.002923;0.047552;2.209464
192848.726150;36.000000;7.368416;0.340612;0.048466;0.047287;7.368196;0.031694;-0.022059;0.341015;-0.031032;0.334413;7.336402;7.001989;0.002915;0.047760;2.208083
193348.726150;;;;;;;;;;;0.335815;7.337804;7.001989;0.002804;0.047960;2.208097
193848.726150;;;;;;;;;;;0.337150;7.339139;7.001989;0.002670;0.048151;2.208112
194348.726150;;;;;;;;;;;0.338473;7.340462;7.001989;0.002645;0.048340;2.208149
194848.726150;;;;;;;;;;;0.340013;7.342001;7.001989;0.003079;0.048559;2.209460
195348.726150;;;;;;;;;;;0.341441;7.343430;7.001989;0.002858;0.048764;2.210832
195848.726150;;;;;;;;;;;0.342915;7.344904;7.001989;0.002948;0.048974;2.209475
196348.726150;;;;;;;;;;;0.344285;7.346273;7.001989;0.002738;0.049170;2.209497
196848.726150;;;;;;;;;;;0.345671;7.347660;7.001989;0.002773;0.049368;2.209467
197348.726150;;;;;;;;;;;0.346943;7.348932;7.001989;0.002545;0.049549;2.209458
197848.726150;37.000000;7.382671;0.354867;0.050495;0.047123;7.382442;0.034088;-0.022223;0.355260;-0.028638;0.348287;7.350276;7.001989;0.002688;0.049741;2.209400
198348.726150;;;;;;;;;;;0.349592;7.351581;7.001989;0.002609;0.049927;2.210851
198848.726150;;;;;;;;;;;0.350956;7.352945;7.001989;0.002729;0.050122;2.212186
199348.726150;;;;;;;;;;;0.352399;7.354388;7.001989;0.002886;0.050328;2.210805
199848.726150;;;;;;;;;;;0.353782;7.355771;7.001989;0.002766;0.050526;2.212190
200348.726150;;;;;;;;;;;0.355180;7.357169;7.001989;0.002796;0.050726;2.210793
200848.726150;;;;;;;;;;;0.356633;7.358622;7.001989;0.002906;0.050933;2.210840
201348.726150;;;;;;;;;;;0.357928;7.359917;7.001989;0.002590;0.051118;2.212206
201848.726150;;;;;;;;;;;0.359313;7.361301;7.001989;0.002769;0.051316;2.213558
202348.726150;;;;;;;;;;;0.360904;7.362892;7.001989;0.003182;0.051543;2.212178
202848.726150;38.000000;7.397432;0.369628;0.052595;0.046866;7.397165;0.041837;-0.022480;0.369984;-0.020889;0.362419;7.364408;7.001989;0.003031;0.051759;2.213569
203348.726150;;;;;;;;;;;0.363693;7.365682;7.001989;0.002547;0.051941;2.212184
203848.726150;;;;;;;;;;;0.364964;7.366953;7.001989;0.002543;0.052123;2.212182
204348.726150;;;;;;;;;;;0.366368;7.368357;7.001989;0.002808;0.052323;2.213624
204848.726150;;;;;;;;;;;0.367811;7.369799;7.001989;0.002885;0.052529;2.213888
205348.726150;;;;;;;;;;;0.369188;7.371176;7.001989;0.002753;0.052726;2.213549
205848.726150;;;;;;;;;;;0.370699;7.372688;7.001989;0.003023;0.052942;2.213571
206348.726150;;;;;;;;;;;0.372160;7.374149;7.001989;0.002922;0.053151;2.213594
206848.726150;;;;;;;;;;;0.373362;7.375351;7.001989;0.002404;0.053322;2.213566
207348.726150;;;;;;;;;;;0.374991;7.376980;7.001989;0.003257;0.053555;2.214731
207848.726150;39.000000;7.411558;0.383755;0.054605;0.046972;7.411321;0.036124;-0.022374;0.384140;-0.026602;0.376248;7.378237;7.001989;0.002514;0.053734;2.214975
208348.726150;;;;;;;;;;;0.377749;7.379738;7.001989;0.003002;0.053949;2.216287
208848.726150;;;;;;;;;;;0.379170;7.381159;7.001989;0.002842;0.054152;2.214935
209348.726150;;;;;;;;;;;0.380536;7.382525;7.001989;0.002733;0.054347;2.214957
209848.726150;;;;;;;;;;;0.381941;7.383929;7.001989;0.002809;0.054547;2.214896
210348.726150;;;;;;;;;;;0.383238;7.385227;7.001989;0.002595;0.054733;2.214934
210848.726150;;;;;;;;;;;0.384610;7.386599;7.001989;0.002744;0.054929;2.215449
211348.726150;;;;;;;;;;;0.386154;7.388143;7.001989;0.003088;0.055149;2.216261
211848.726150;;;;;;;;;;;0.387634;7.389623;7.001989;0.002960;0.055361;2.217648
212348.726150;;;;;;;;;;;0.388898;7.390887;7.001989;0.002528;0.055541;2.216257
212848.726150;40.000000;7.426533;0.398730;0.056736;0.047032;7.426313;0.032686;-0.022314;0.399132;-0.030040;0.390559;7.392548;7.001989;0.003322;0.055778;2.216283
213348.726150;;;;;;;;;;;0.391798;7.393787;7.001989;0.002478;0.055955;2.215632
213848.726150;;;;;;;;;;;0.393224;7.395212;7.001989;0.002851;0.056159;2.216298
214348.726150;;;;;;;;;;;0.394541;7.396529;7.001989;0.002634;0.056347;2.216284
214848.726150;;;;;;;;;;;0.396210;7.398198;7.001989;0.003338;0.056585;2.217668
215348.726150;;;;;;;;;;;0.397617;7.399606;7.001989;0.002815;0.056786;2.217633
215848.726150;;;;;;;;;;;0.399217;7.401206;7.001989;0.003200;0.057015;2.216284
216348.726150;;;;;;;;;;;0.400497;7.402486;7.001989;0.002560;0.057198;2.216285
216848.726150;;;;;;;;;;;0.402070;7.404059;7.001989;0.003146;0.057422;2.216290
217348.726150;;;;;;;;;;;0.403384;7.405373;7.001989;0.002627;0.057610;2.216242
217848.726150;41.000000;7.441215;0.413412;0.058825;0.047561;7.441006;0.029285;-0.021785;0.413824;-0.033441;0.404802;7.406791;7.001989;0.002837;0.057813;2.217675
218348.726150;;;;;;;;;;;0.406244;7.408233;7.001989;0.002884;0.058018;2.218997
218848.726150;;;;;;;;;;;0.407541;7.409529;7.001989;0.002593;0.058204;2.217616
219348.726150;;;;;;;;;;;0.409043;7.411032;7.001989;0.003005;0.058418;2.217665
219848.726150;;;;;;;;;;;0.410492;7.412480;7.001989;0.002897;0.058625;2.217662
220348.726150;;;;;;;;;;;0.411960;7.413948;7.001989;0.002936;0.058835;2.217693
220848.726150;;;;;;;;;;;0.413352;7.415340;7.001989;0.002783;0.059033;2.217636
221348.726150;;;;;;;;;;;0.414777;7.416765;7.001989;0.002851;0.059237;2.217835
221848.726150;;;;;;;;;;;0.416335;7.418324;7.001989;0.003117;0.059460;2.219003
222348.726150;;;;;;;;;;;0.417696;7.419685;7.001989;0.002722;0.059654;2.218997
222848.726150;42.000000;7.456152;0.428349;0.060951;0.047709;7.455928;0.032662;-0.021636;0.428747;-0.030064;0.419200;7.421188;7.001989;0.003006;0.059869;2.217661
223348.726150;;;;;;;;;;;0.420548;7.422537;7.001989;0.002698;0.060061;2.217661
223848.726150;;;;;;;;;;;0.421949;7.423938;7.001989;0.002802;0.060261;2.219047
224348.726150;;;;;;;;;;;0.423389;7.425378;7.001989;0.002880;0.060467;2.219023
224848.726150;;;;;;;;;;;0.424884;7.426873;7.001989;0.002990;0.060681;2.219042
225348.726150;;;;;;;;;;;0.426507;7.428496;7.001989;0.003245;0.060912;2.219022
225848.726150;;;;;;;;;;;0.427921;7.429910;7.001989;0.002827;0.061114;2.219022
226348.726150;;;;;;;;;;;0.429355;7.431344;7.001989;0.002869;0.061319;2.217646
226848.726150;;;;;;;;;;;0.430729;7.432718;7.001989;0.002748;0.061515;2.217628
227348.726150;;;;;;;;;;;0.432173;7.434162;7.001989;0.002888;0.061722;2.218986
227848.726150;43.000000;7.471310;0.443507;0.063108;0.047741;7.471108;0.027179;-0.021605;0.443927;-0.035547;0.433774;7.435763;7.001989;0.003200;0.061950;2.220358
228348.726150;;;;;;;;;;;0.435181;7.437170;7.001989;0.002815;0.062151;2.220381
228848.726150;;;;;;;;;;;0.436797;7.438786;7.001989;0.003232;0.062382;2.218978
229348.726150;;;;;;;;;;;0.438025;7.440014;7.001989;0.002456;0.062557;2.218984
229848.726150;;;;;;;;;;;0.439412;7.441400;7.001989;0.002773;0.062755;2.217671
230348.726150;;;;;;;;;;;0.440760;7.442749;7.001989;0.002697;0.062948;2.219011
230848.726150;;;;;;;;;;;0.442195;7.444183;7.001989;0.002869;0.063153;2.219006
231348.726150;;;;;;;;;;;0.443737;7.445726;7.001989;0.003085;0.063373;2.220387
231848.726150;;;;;;;;;;;0.445214;7.447202;7.001989;0.002953;0.063584;2.220198
232348.726150;;;;;;;;;;;0.446632;7.448621;7.001989;0.002836;0.063786;2.218967
232848.726150;44.000000;7.486551;0.458747;0.065276;0.047522;7.486290;0.040572;-0.021823;0.459109;-0.022154;0.448058;7.450047;7.001989;0.002852;0.063990;2.219003
233348.726150;;;;;;;;;;;0.449495;7.451484;7.001989;0.002875;0.064195;2.218997
233848.726150;;;;;;;;;;;0.450955;7.452943;7.001989;0.002919;0.064404;2.219080
234348.726150;;;;;;;;;;;0.452445;7.454434;7.001989;0.002981;0.064617;2.220392
234848.726150;;;;;;;;;;;0.453956;7.455945;7.001989;0.003022;0.064833;2.218972
235348.726150;;;;;;;;;;;0.455507;7.457496;7.001989;0.003101;0.065054;2.218993
235848.726150;;;;;;;;;;;0.456879;7.458868;7.001989;0.002745;0.065250;2.218985
236348.726150;;;;;;;;;;;0.458247;7.460235;7.001989;0.002735;0.065445;2.219043
236848.726150;;;;;;;;;;;0.459705;7.461694;7.001989;0.002917;0.065653;2.219008
237348.726150;;;;;;;;;;;0.461165;7.463154;7.001989;0.002919;0.065862;2.218935
237848.726150;45.000000;7.500569;0.472765;0.067271;0.047404;7.500364;0.028695;-0.021942;0.473183;-0.034031;0.462715;7.464704;7.001989;0.003100;0.066083;2.220300
238348.726150;;;;;;;;;;;0.464224;7.466213;7.001989;0.003018;0.066299;2.220350
238848.726150;;;;;;;;;;;0.465682;7.467671;7.001989;0.002915;0.066507;2.218998
239348.726150;;;;;;;;;;;0.467077;7.469066;7.001989;0.002791;0.066706;2.218953
239848.726150;;;;;;;;;;;0.468604;7.470593;7.001989;0.003054;0.066924;2.219028
240348.726150;;;;;;;;;;;0.470079;7.472067;7.001989;0.002949;0.067135;2.218954
240848.726150;;;;;;;;;;;0.471512;7.473501;7.001989;0.002866;0.067340;2.218991
241348.726150;;;;;;;;;;;0.473168;7.475157;7.001989;0.003313;0.067576;2.220298
241848.726150;;;;;;;;;;;0.474675;7.476664;7.001989;0.003014;0.067791;2.219010
242348.726150;;;;;;;;;;;0.476263;7.478251;7.001989;0.003175;0.068018;2.218992
242848.726150;46.000000;7.516438;0.488635;0.069529;0.047133;7.516184;0.040135;-0.022213;0.489002;-0.022592;0.477548;7.479537;7.001989;0.002571;0.068202;2.218953
243348.726150;;;;;;;;;;;0.479079;7.481068;7.001989;0.003062;0.068420;2.219025
243848.726150;;;;;;;;;;;0.480639;7.482628;7.001989;0.003120;0.068643;2.218992
244348.726150;;;;;;;;;;;0.482343;7.484332;7.001989;0.003408;0.068887;2.220354
244848.726150;;;;;;;;;;;0.483839;7.485828;7.001989;0.002992;0.069100;2.219021
245348.726150;;;;;;;;;;;0.485193;7.487182;7.001989;0.002709;0.069294;2.218952
245848.726150;;;;;;;;;;;0.486743;7.488732;7.001989;0.003099;0.069515;2.217659
246348.726150;;;;;;;;;;;0.488077;7.490066;7.001989;0.002669;0.069706;2.219028
246848.726150;;;;;;;;;;;0.489654;7.491643;7.001989;0.003153;0.069931;2.218992
247348.726150;;;;;;;;;;;0.491102;7.493091;7.001989;0.002897;0.070138;2.219529
247848.726150;47.000000;7.532271;0.504468;0.071782;0.047601;7.532021;0.038849;-0.021745;0.504839;-0.023877;0.492747;7.494736;7.001989;0.003289;0.070372;2.219368
248348.726150;;;;;;;;;;;0.494214;7.496203;7.001989;0.002933;0.070582;2.218953
248848.726150;;;;;;;;;;;0.495680;7.497669;7.001989;0.002932;0.070791;2.218997
249348.726150;;;;;;;;;;;0.497183;7.499172;7.001989;0.003006;0.071006;2.217652
249848.726150;;;;;;;;;;;0.498658;7.500646;7.001989;0.002949;0.071217;2.217630
250348.726150;;;;;;;;;;;0.499979;7.501968;7.001989;0.002642;0.071405;2.218993
250848.726150;;;;;;;;;;;0.501631;7.503619;7.001989;0.003304;0.071641;2.218965
251348.726150;;;;;;;;;;;0.503200;7.505188;7.001989;0.003138;0.071865;2.218953
251848.726150;;;;;;;;;;;0.504615;7.506604;7.001989;0.002831;0.072067;2.217631
252348.726150;;;;;;;;;;;0.506185;7.508174;7.001989;0.003140;0.072292;2.217661
252848.726150;48.000000;7.547303;0.519500;0.073921;0.047224;7.547042;0.041330;-0.022122;0.519861;-0.021396;0.507605;7.509593;7.001989;0.002839;0.072494;2.217597
253348.726150;;;;;;;;;;;0.509169;7.511157;7.001989;0.003128;0.072718;2.217634
253848.726150;;;;;;;;;;;0.510700;7.512689;7.001989;0.003063;0.072936;2.218985
254348.726150;;;;;;;;;;;0.512265;7.514254;7.001989;0.003129;0.073160;2.217697
254848.726150;;;;;;;;;;;0.513818;7.515807;7.001989;0.003107;0.073382;2.217644
255348.726150;;;;;;;;;;;0.515392;7.517380;7.001989;0.003146;0.073606;2.217654
255848.726150;;;;;;;;;;;0.516703;7.518692;7.001989;0.002623;0.073794;2.216257
256348.726150;;;;;;;;;;;0.518145;7.520133;7.001989;0.002883;0.074000;2.217657
256848.726150;;;;;;;;;;;0.519604;7.521592;7.001989;0.002918;0.074208;2.217588
257348.726150;;;;;;;;;;;0.521127;7.523116;7.001989;0.003047;0.074426;2.218954
257848.726150;49.000000;7.563424;0.535621;0.076215;0.047445;7.563212;0.030804;-0.021901;0.536031;-0.031923;0.522721;7.524709;7.001989;0.003187;0.074653;2.217603
258348.726150;;;;;;;;;;;0.524177;7.526165;7.001989;0.002912;0.074861;2.217635
258848.726150;;;;;;;;;;;0.525739;7.527728;7.001989;0.003125;0.075084;2.216239
259348.726150;;;;;;;;;;;0.527011;7.529000;7.001989;0.002544;0.075266;2.216256
259848.726150;;;;;;;;;;;0.528531;7.530519;7.001989;0.003039;0.075483;2.216254
260348.726150;;;;;;;;;;;0.530087;7.532076;7.001989;0.003112;0.075705;2.217573
260848.726150;;;;;;;;;;;0.531598;7.533587;7.001989;0.003022;0.075921;2.216303
261348.726150;;;;;;;;;;;0.533052;7.535041;7.001989;0.002908;0.076129;2.216236
261848.726150;;;;;;;;;;;0.534696;7.536684;7.001989;0.003288;0.076363;2.216297
262348.726150;;;;;;;;;;;0.536247;7.538236;7.001989;0.003103;0.076585;2.214899
262848.726150;50.000000;7.579216;0.551413;0.078462;0.047371;7.578896;0.051151;-0.021975;0.551715;-0.011575;0.537719;7.539708;7.001989;0.002943;0.076795;2.216285
263348.726150;;;;;;;;;;;0.539351;7.541340;7.001989;0.003264;0.077028;2.216288
263848.726150;;;;;;;;;;;0.540908;7.542897;7.001989;0.003114;0.077251;2.217591
264348.726150;;;;;;;;;;;0.542438;7.544427;7.001989;0.003060;0.077469;2.216329
264848.726150;;;;;;;;;;;0.543840;7.545829;7.001989;0.002804;0.077669;2.214904
265348.726150;;;;;;;;;;;0.545385;7.547374;7.001989;0.003090;0.077890;2.214898
265848.726150;;;;;;;;;;;0.546847;7.548836;7.001989;0.002924;0.078099;2.214891
266348.726150;;;;;;;;;;;0.548427;7.550416;7.001989;0.003160;0.078324;2.214931
266848.726150;;;;;;;;;;;0.549957;7.551946;7.001989;0.003060;0.078543;2.215904
267348.726150;;;;;;;;;;;0.551647;7.553636;7.001989;0.003381;0.078784;2.216339
267848.726150;51.000000;7.595043;0.567240;0.080714;0.047508;7.594814;0.034959;-0.021838;0.567633;-0.027767;0.553250;7.555239;7.001989;0.003206;0.079013;2.214929
268348.726150;;;;;;;;;;;0.554672;7.556661;7.001989;0.002843;0.079216;2.214930
268848.726150;;;;;;;;;;;0.556269;7.558257;7.001989;0.003194;0.079444;2.213567
269348.726150;;;;;;;;;;;0.557689;7.559678;7.001989;0.002841;0.079647;2.213528
269848.726150;;;;;;;;;;;0.559274;7.561262;7.001989;0.003168;0.079874;2.214916
270348.726150;;;;;;;;;;;0.560729;7.562718;7.001989;0.002911;0.080081;2.214913
270848.726150;;;;;;;;;;;0.562319;7.564308;7.001989;0.003179;0.080308;2.213511
271348.726150;;;;;;;;;;;0.563828;7.565817;7.001989;0.003019;0.080524;2.213569
271848.726150;;;;;;;;;;;0.565392;7.567380;7.001989;0.003127;0.080747;2.212181
